,text,is_depressed
2910,Me sinto tão bem com ele que é até estranho,True
2911,Queria alguém pra passar a madrugada conversando comigo por ligação,True
2912,Tô bem mal,True
2913,"Mas aí lembro, que não existe ""nós dois"". …",True
2914,Tudo bem,True
2915,"Só queria que alguém falasse que está do meu lado, e que tudo vai melhorar",True
2916,Hoje tô me sentindo muito sozinha,True
2917,Só queria que essa fase ruim acabasse logoo,True
2918,"Eu via tanto meu futuro com aquele piá, e ele só fez merda comigo",True
2919,Dia da bad cara,True
2920,Preciso fazer o mesmo!,True
2921,"O pior de tudo, é saber que ele caga pra mim",True
2922,"Preciso parar de pensar nele, mdsss",True
2923,"E pra melhorar, ainda penso naquele cara",True
2924,Chorei tantoooo,True
2925,"Mas nos últimos dias, me estressei tanto",True
2926,Eu tava melhorando,True
2927,Preciso esquecer esse cara,True
2928,É um sentimento que já senti antes,True
2929,"Tô chorando, droga",True
2930,"Eu só queria não gostar de ninguém, sabe? Ficar sozinha, festas, amigos",True
2931,"Eu me esforcei pra não gostar de ti, me esforcei de verdade",True
2932,Mas to me sentindo bem culpada,True
2933,Ele me faz um bem,True
2934,Como eu to gostando daquele cara,True
2935,*quero…,True
2936,"Cara, como eu quero aquele guri",True
2937,"Queria tomar um porre, de não lembrar nem meu nome!",True
2938,"Oh juro que dia de merda, estou desanimada e nem sei bem porquê",True
2939,Tô fodida,True
2940,"Aaai, realmente to gostando dele",True
2941,Passei o fim de semana chorando,True
2942,"Quero ver amanhã, chegar na escola com os olhos inchados",True
2943,Tô muito triste,True
2944,Planos pra hoje: morrer chorando,True
2945,Aguardo ansiosa o dia que vou parar de ser trouxa,True
2946,Filho da puta,True
2947,"Caralho, chega de sofrer por hoje",True
2948,Ainda mais quando a saudade é de quem não me fazia bem,True
2949,ODEIO sentir saudades,True
2950,"Porque quando o relacionamento acaba, a gente fica vazio e triste por muito tempo",True
2951,"Cara, vou fazer o possível pra não entrar mais em relacionamentos",True
2952,Preciso muito chorar,True
2953,Aí como eu to triste,True
2954,É exatamente assim que me sinto,True
2955,"Mas que no final, só resulta em solidão",True
2956,Cheia de alívio passageiro,True
2957,É tão triste e vazia,True
2958,Habits é a música mais triste da minha vida!,True
2959,Quero chorar,True
2960,Hoje só vou dormir,True
2961,"Vou ficar deitada, quieta, fingindo que não existo",True
2962,Que ódio,True
2963,Odeio sonhar com o Eduardo,True
2964,"-Do que vc tem medo ? 
-Da minha mente",True
2965,Msm eu tomando vários remédios eu ainda estou Aki …,True
2966,"Eu queria conseguir dormir tranquila 
Não sei oq é isso faz tempo ",True
2967,"Essa imagem representa todas aquelas pessoas que tem confiado em alguém limpo com os olhos fechados (seja amizade , relacionamento ou familiar) e esse alguém se aproveitou e os feriu amputando suas asas ",True
2968,"“Não sei ao certo o que anda acontecendo comigo

Apenas queria compreender-me como compreendo as pessoas alheias",True
2969,Eu realmente não tenho ideia de como sobreviver um ano inteiro de novo,True
2970,"“Eu não estou bem, e a cada dia, eu me mato mais um pouco",True
2971,"EU
ME
ODEIO!

Realmente eu me odeio da cabeça aos pés, tanto em aparência quanto em atitudes!

Eu só queria poder me olhar e gostar doq eu vejo, mas eu n consigo, pois td que vejo é o quão inútil eu sou.

Eu n desejo isso pra ninguém, pois dói pra caralho vc se olhar e se odiar",True
2972,"Meus próprios pensamentos me matam, eles me dizem o quanto sou inútil e a cada segundo me dão mais um motivo pra desistir…

Realmente, eu não aguento mais viver aqui…",True
2973,"Me avisaram que quando se começa, é difícil parar, e eu não acreditei

Hoje eu entendo",True
2974,A dor psicologica doi mto mais do que a fisica... ela te consome e arranca de vc aquilo que vc tinha de mais belo....,True
2975,eu sou um lixo e me odeio,True
2976,"quando tu ama muito uma pessoa, não enxerga o mal que ela te faz. e tudo q ela faz de errado você arruma um jeito de PERDOAR, mesmo sendo contra seus conceitos, só pra não PERDER a pessoa. mas se ela te amasse igual vc ama ela, não ia fazer nada disso.",True
2977,Todos têm alguém com quem contar... Menos eu.,True
2978,Talvez eu não seja suficiente pra nada nem ninguém  .,True
2979,"Queria que isso tudo fosse apenas uma fase .
Mais já está virando minha rotina diária ....",True
2980,Acaba logo o dia poha >:(,True
2981,"vcs tbm tem ansiedade, paranóias e insônia sempre ?",True
2982,"Eu não estou bem.
Eu nunca estou bem.
E parece que nunca vou ficar.",True
2983,Eu só quero me livrar dessa dor que se torna insuportável a cada dia que passa,True
2984,"Eu não estou bem, mas está tudo bem",True
2985,"é difícil segurar o choro na frente de todos. dói a garganta,dói o coração,dói a alma.",True
2986,"Às vezes, somos obrigados a recolher nosso coração. Pois ele está tão frágil e sensível a tudo, que qualquer pancada pode partí-lo de vez.",True
2987,"Tudo nos matará: o excesso, a falta, o meio termo - o tédio.",True
2988,"""A morte é um sono sem sonhos""",True
2989,"Estou rodeada de pessoas mas, me sinto tao só.",True
2990,"- Você é feliz? 
- Bem... Eu sei sorrir",True
2991,"“Que nosso egoísmo, não destrua nossos corações.”",True
2992,"As marcas que você tem por fora,não são nada comparadas as marcas que você tem por dentro.",True
2993,"Meu twitter não é famoso, não tenho 1 milhão de seguidores. Mas sou grato pelos que tenho. Muito obrigado a todos vocês que estão comigo. ♡",True
2994,"O que eu faço quando estou triste

(   )Choro
(   ) Tento me animar fazendo algo que eu goste
() Removo a foto de perfil do whatsapp",True
2995,Infelizmente acordei.,True
2996,EU O ANO INTEIRO / EU NO NATAL,True
2997,Qual a graça de viver se você não tem motivos para isso e não é feliz?,True
2998,O mundo está lotado de pessoas vazias.,True
2999,"Meu sonho é brigar com alguém que eu gosto, depois sofrer um acidente e acordar no hospital com ela dizendo ""Eu tive tanto medo de te perder",True
3000,As vezes fico triste por cada besteira.,True
3001,DVD com os melhores momentos de 2016,True
3002,"É sempre culpa minha mesmo, então por que eu ainda não me acostumei?",True
3003,"-Me fala algo romântico e bonito! 

-Quando estou com você, minha vontade de cometer suicídio diminui!",True
3004,"Pra acertar, primeiro a gente tem que saber o que ta fazendo de errado.
— O Rei Leão.",True
3005,"Namorar deve ser muito bom, porque se fosse ruim já teria acontecido comigo.",True
3006,Ultimamente o que mais peço para as pessoas é desculpa.,True
3007,"Eu queria queria postar aquelas fotos ""Se não me quis assim não me procure quando estiver assim"". Mas a cada ano que passa eu só pioro.",True
3008,"Não finja que gosta de mim, obrigado",True
3009,Pedir desculpas é bom mas já pensou em parar de vacilar?,True
3010,O dia que cometi meu primeiro erro:,True
3011,"- Sabe o quê cairia bem agora?
- O que?
- Eu de um prédio!",True
3012,É tem tanta coisa pra reclamar que nem sei por onde começar.,True
3013,"Tenho dois tipos de dia, os ruins e os péssimos.",True
3014,"Você merece muito mais do que um amor mendigado, menina.",True
3015,Acordei porque os erros de hoje não vai ser cometidos sozinhos,True
3016,"""Estou aqui por trás de todo o caos
Em que a vida se fez...""

_ Me Espera",True
3017,"""Acostumei a te esquecer Mas tudo volta quando te vejo.""",True
3018,"Tô me afastando tanto das pessoas ultimamente, que daqui a pouco só vai sobrar as plantas pra conversar comigo ",True
3019,Pelo menos a bad passa a madrugada toda comigo ao contrário de certas pessoas.,True
3020,"Sempre acho que quando me chamam de linda, eles estão só zoando com minha cara.",True
3021,Não vejo a hora de acabar a aula de amanhã.,True
3022,"Se as pessoas me amassem do mesmo tanto que me magoam, eu seria amado pra caramba.",True
3023,"- tudo bem com você?
- por que quer saber? você nem liga pra resposta",True
3024,"se inspiramos na conta @PnstScds! essa conta é só para pessoas tristes, as felizes não são bem-vindas",True
3025,Ela passa a maior parte do tempo esperando pela morte.,True
3026,"Infância, você tá fazendo falta.",True
3027,"Eles querem me derrubar, mal sabe que já estou no chão.",True
3028,Tá difícil confiar em alguém hoje em dia.,True
3029,"A bad não bate, ela espanca!",True
3030,"Sempre me decepciono com meus ""amigos"".",True
3031,"Vou acabar com minha vida, porque não aguento mais esse julgamento..",True
3032,A pessoa vem querer me derrubar...Mal sabe ela que já estou no chão.,True
3033,"E ela sorria, como quem não sentia nada...",True
3034,"Sem problemas, já estou acostumada a ser última opção.",True
3035,"No meu caso, a esperança é a primeira que morre.",True
3036,"E afogada em lágrimas mais uma vez, ela digitou; ""Eu estou bem.""",True
3037,"Mas a vida é assim mesmo; 
Em um dia eu tô triste, no outro tô infeliz, no outro descontente, no outro cabisbaixo, no outro tô na bad.",True
3038,"Ela parece forte não é? Vem cá, quero te contar uma coisa. Todas as noites essa armadura se quebra e ela desaba.",True
3039,"Se eu fosse vendido em frascos, viria rotulado: contém decepção.",True
3040,"O Interessante é que meus amigos são bem sinceros ""Quer se mata? Se mata logo""",True
3041,"Eu não quero atenção, eu só quero ajuda ! Eu preciso de ajuda, eu preciso de alguém…",True
3042,"""Ela cansou de derramar lagrimas e passou a derramar sangue. Sangue não estava adiantando então passou a tentar suicidio.""",True
3043,Eu me faço de durona sabe? Mas aqui dentro dói tanto.,True
3044,"Tem gente que nasce bonita e com talento e tem gente que é como eu, só nasce.",True
3045,"Não sou a melhor pessoa do mundo,  mas nunca abandono ninguém quando precisam de mim.",True
3046,"Não arrume treta comigo, porque eu choro!",True
3047,Dificil acordar todo dia sabendo que ninguém liga se você está vivo ou morto.,True
3048,Já to até vendo que hoje o dia vai começar ruim.,True
3049,Mas a felicidade dela era falsa.Todas as noites ela chorava pedindo para não acordar na manhã seguinte.,True
3050,"Só pra não perder a prática, estou gostando de alguém que não gosta de mim.",True
3051,"Fica triste não, a vida é assim mesmo, um dia você se fode no outro também.",True
3052,"""A cada cigarro q vc fuma são menos 10 minutos de vida""",True
3053,"Na maioria da vezes, os pais amam seus filhos... Só que esse não é o meu caso...",True
3054,"Muito prazer, meu nome é trouxa.",True
3055,"Eu não consigo me imaginar namorando, casando e etc... porque eu acho que ninguém nunca vai se apaixonar por mim.",True
3056,Adivinha quem tá feliz com a aparência? Outra pessoa porque eu tô evitando até passar perto de espelhos.,True
3057,"A verdade é que eu não consigo ter muitos dias legais, a maioria deles são sempre deprimentes.",True
3058,Ja fui amiga de muita gente que hoje me dá nojo.,True
3059,"Será que alguém já gostou de mim, mas nunca me disse?",True
3060,"Nem todos os dias eu tenho vontade de rir, de conversar e de levar tudo na brincadeira.",True
3061,Dica para não ter um dia ruim; Nem levante da cama,True
3062,E quantas vezes você olhou para o céu com os olhos cheios de lágrimas e pediu força para para continuar?,True
3063,"Até o fim do ano quero descobrir minha função na terra, não sei cantar não sei cozinhar, não tenho talento, Deus não me jogou aqui atoa não.",True
3064,"Foi um dia ruim, daqueles que dá tudo errado, sabe?",True
3065,"Têm dias que a gente acorda e só pensa ""queria estar morto"".",True
3066,"Então vida, vamos começar a colaborar aí. Porque do jeito que ta, não ta dando certo não.",True
3067,Meu hábitat natural é o fundo do poço.,True
3068,É sempre bom lembrar que ninguém se importa.,True
3069,"Se a morte bater em minha porta, eu vou abrir com um sorriso e perguntar porque ela demorou a chegar.",True
3070,Hoje eu tô assim.,True
3071,"Queria quebrar tudo, queria gritar pra caralho pra ver se isso passa pelo menos por alguns instantes...",True
3072,"Eu só queria ficar um dia sem chora, sem sangra, sem ter que fingir está feliz, sem ter que ouvir aquelas palavras que tanto me machucam.",True
3073,"Ela trocou suas bonecas por lâminas,as lágrimas por sangue,os joelhos ralados por pulsos cortados.",True
3074,"Ebaa, mais um dia sorrindo com vontade de morrer.",True
3075,Cara tu ainda vai sentir muita falta da idiota que vivia correndo atrás de você.,True
3076,As vezes me dá uma saudade das pessoas que amo e estão la no céu.,True
3077,Será que um dia serei o “tudo” de alguém?,True
3078,"Ser sozinha não é tão bom, mas quem se apaixonaria por uma garota problemática?",True
3079,"Eu: tô feliz 
Vida: Opaa, eu ouvi isso? perai que eu vou estragar tudo.",True
3080,É horrível fingir que você não sente nada quando você sente coisa demais.,True
3081,"Hoje certamente não é um dos melhores dias, mas não muda nada, ninguém nunca nota quando estou desmoronando.",True
3082,Preciso de alguém que tenha medo de me perder.,True
3083,"Era uma vez uma menina com sorriso no rosto, lágrimas nos olhos e pulsos cortados.",True
3084,Tá escrito me abandone na minha testa?,True
3085,"""Desculpa o drama, sei que você odeia, mas essa sou eu...""",True
3086,Será que hoje é um bom dia para morrer? Eu me pergunto isso todas as manhãs quando acordo.,True
3087,Minha mãe não pode saber que eu odeio minha vida!!,True
3088,"""Você precisa entender que eu sou uma pessoa profundamente infeliz.""",True
3089,"Me afasto das pessoas como se elas  fossem cercas elétricas. Aparentemente normais,mas podem me machucar muito.",True
3090,"Ás vezes o que eu sinto não é vontade de morrer, é vontade de nunca ter existido.",True
3091,"A menina que antes sorria, hoje se lamenta por se tornar quem és.",True
3092,"O céu estava lindo, e eu com uma puta vontade de morrer.",True
3093,"Quando o caixão descer pelas cordas, lágrimas falsas vão rolar, e todos vão dizer ""Eu te amo"" sem amar.",True
3094,"É aquilo né, em Janeiro eu falei ""agora vai"" já estamos saindo de Agosto e não ainda não foi.",True
3095,"Mas é que se acordassem com a notícia do meu suicido, eles não ficariam surpresos, apenas diriam "" eu sabia que isso ia acontecer """,True
3096,"É horrível se sentir sem amigos, é horrível se sentir excluído, é horrível se sentir com se ninguém se importasse com você.",True
3097,Nesse momento eu queria apenas uma escada bem alta para poder ir abraçar quem partiu cedo demais!,True
3098,É difícil fazer alguma coisa certa quando você é um erro.,True
3099,"""Eu nunca vou te abandonar.""",True
3100,"Mas me diz aí, é prazeroso me machucar? 
Porque você faz isso sempre que tem oportunidade.",True
3101,As vezes eu paro e penso que o único que pode resolver meus problemas é a morte ,True
3102,Eu sempre .... ,True
3103,"As pessoas acham que não dói ser excluída de tudo que acontece 
#querosomir",True
3104,"Bom dia 
Hoje eu acordei com vontade de sumir 
Desaparece para ver se alguém sentiria minha falta",True
3105,"Bem as pessoas me chamam das coisas,não gosto disso sofro bully na escola cansei disso já quero sumir",True
3106,"Eu sou fraca,ninguém percebe más eu sou.",True
3107,"""me fiz gorda, então me farei magra"" melhor frase #amproblems",True
3108,"Aquela vontade de me cortar todos os dias porque tudo o tempo todo dói, porque eu não aguento mais...",True
3109,"Preciso,preciso mesmo me cortar",True
3110,Eu não to mais conseguindo aguentar isso,True
3111,"As pessoas precisam de ajuda,para não cairem no mesmo poço que eu.",True
3112,Sinto N-o-j-o de mim,True
3113,Eu sou uma pessoa horrível,True
3114,As pessoas voltam só pra foder com a minha vida,True
3115,"O pior d tdo é q msm estando um caco internamente ainda preciso força sorrisos, fingir está bem, mas estou cansada... ",True
3116,"- Qual é o problema?
- Eu sou o problema.",True
3117,"Quando eu falo alguma coisas sempre acabo sendo ""mentirosa""",True
3118,Eu só quero me cortar até perder a consciência,True
3119,O mundo é tão bosta,True
3120,Eu estou precisando morrer,True
3121,~Vontade de estar Na quele Balanço ,True
3122,--Em Um Mundo De Pintores Sem Nome . Ele Pintava Seus Pulsos Com Vermelho de Seu Sangue...,True
3123,"Todos querem um ""Final feliz""
Eu apenas quero o Final :(",True
3124,"Quando você se elimina,elimina seus problemas",True
3125,As gilletes com certeza são minhas únicas amigas.,True
3126,"Eu queria poder olhar para as pessoas e me sentir bem.
Não consigo.",True
3127,"Meu coração doi,ele sangra enquanto grita desesperado...e ninguém ouve",True
3128,Eu não tenho mais forças pra fingir sorrisos,True
3129,Tou uma merda,True
3130,Amanha vai ser um dia triste.,True
3131,"Só queria sumir, ficar sozinha, esquecer dos problemas e ficar um pouco em paz  ",True
3132,"Quero morrer,sumir,ir embora",True
3133,As palavras estragam as pessoas,True
3134,"1,2,3... 
Só mais um pouco.
4,5,6...
Não dá mais pra parar.
7,8,9...
Eu sinto muito anjo.
Á final,os cortes sempre aumentam.",True
3135,"Se algum dia te avisarem que eu morri. Não fica surpreso/a tá?
Eu vou estar bem.",True
3136,"Queria poder confiar nas pessoas, porém me fizeram tanto mal :/",True
3137,"Cansei respirar,de sentir,de mim...",True
3138,Cansei de perder as pessoas,True
3139,Perdi a única pessoa que considerava minha amiga.,True
3140,"Cada palavra, uma lembrança.",True
3141,Saudade dos momentos que era feliz...,True
3142,"""Porque você faz e eu não posso?""
Pior frase pra mim.",True
3143,Meu corpo nunca me satisfaz.,True
3144,"Em um mundo fechado,existem feridas abertas.",True
3145,"Eu enfrentaria o mundo com uma mão, se você segurasse a outra.",True
3146,Só luto pelo que acho certo e infelizmente essa guerra já acabou a muito tempo.,True
3147,Pulsos marcados contém história.,True
3148,Ela sussurrou baixinho:Sou jovem demais para tantos problemas.,True
3149,"Feche os olhos e imagine um mundo perfeito
Imaginou?
Viva nele",True
3150,"eu sou daquele tipo de idiota que se preocupa demais,pensa demais,faz planos demais,faço tudo demais e só recebe o de menos.",True
3151,um dia você vai cansar de dizer que está tudo bem.,True
3152,"-morreu de que?
-se sufocou com as palavras que nunca disse.",True
3153,as vezes 1 minuto destrói 23 horas e 59 minutos.,True
3154,“Será isso o fim ou apenas o começo?.”,True
3155,"quantas vezes você já chegou em casa,entrou no quarto e desabou?",True
3156,"O pior hoje e chora, pelo motivo que um dia já me fez sorrir.",True
3157,desculpa  gente fiquei um tempo sem tweetar pq eu tava sem internet!,True
3158,AS LEMBRANÇAS NUNCA MORRE!,True
3159,"""Necessito de felicidade duradoura.""",True
3160,"""Uma enorme dor que parece ser sem fim"".",True
3161,"""Corte::::::: Gritos de socorros ignorados""",True
3162,"""Eu aguento"" dizia uma garota que olhou para cima, suspirou, engoliu o choro e mais uma vez fingiu estar bem...",True
3163,cansei de ser a menina que todos passam por cima..,True
3164,"Eu era forte, até o primeiro corte.",True
3165,“Ela chorou como se todas as dores fossem sair junto com as lágrimas.”,True
3166,"~Ela era uma garota tão alegre... 
~Não, ela fingia ser!",True
3167,"me acorde por dentro,
e me salve desse nada que eu me tornei.",True
3168,""" e o silêncio tem sido meu único amigo....""",True
3169,"Se a vida fosse boa,não existiram suicidas.",True
3170,Viih✞,False
3171,stay strong,True
3172,"- Nossa esta sumido em!
- Não estou sumido, é que você não esta precisando de nenhum favor !",True
3173,"Muitos me julgam pelos cortes, sem nem saber os motivos. Só queria que isso acabasse…",True
3174,"Parece cocaína, mas é só tristeza…",True
3175,porq vc me odeia tanto a ponto de me fazer quere morre ??,True
3176,Nao julgue minhas escolhas voce nao conheçe meus motivos,True
3177,"Era a lâmina ou o suicídio.. 
Foi uma questão de sobrevivência....",True
3178,"-Você esta feliz?
-Não!
-Mas você esta sorrindo.
-É habito!
-Sorrir?
-Não fingir!.",True
3179,"Atras de um grande sorriso,esconde grandes sofrimentos",True
3180,"-cade aquela menina doce que conheci?
-vc a matou afogada na ilusão.",True
3181,Prometi a mim mesma que não irei mais chorar por você...,True
3182,A pior dor do mundo é sentir saudades de alguém que está tão próximo.,True
3183,"-Tristeza mata? 
-Se matasse eu já teria morrido...",True
3184,"Quanto mais eu busco a ""felicidade, mas longe dela eu fico..",True
3185,O vicio ta tão grande que eu me corto no banheiro da escola.,True
3186,"Você acorda, querendo dormir. Sorri, querendo chorar. Vive, querendo morrer.",True
3187,Quanto mais meu coraçao bate mais sinto que estou morta por dentro....,True
3188,"Ta vendo isso no meu braço.... ?
Você fez piores no meu coração....",True
3189,"Se sentir um lixo todos os dias, ja virou rotina.",True
3190,Hoje a minha depressão ta pior.,True
3191,"talvez a "" garotinha"" que aparenta ser fofa seja apenas uma psicopata .",True
3192,"A morte é um sono sem sonhos.
 depressiva!",True
3193,"- Me mostre suas cicatrizes!
- Mas pra que?
- Pra mim saber quantas vezes você precisou de mim e eu nao estava lá.",True
3194,Eu tinha muitos pesadelos. O problema é que agora eles não esperam mais eu dormir.,True
3195,"- O que rodeia sua cabeça?
     - A morte 
- E o que ela te diz?
     - Que a minha unica saída é ela",True
3196,"Eu vivo em silêncio,porque ninguém planeja um assassinato em voz alta...",True
3197,Os cortes mais dolorosos estão na alma não nos pulsos ...,True
3198,..,False
3199,''Era como se eu levasse um tiro a cada palavra que lia.'',True
3200,Eu ando pensando... Por que ainda não morri?,True
3201,Sabe quando vocês tá chorando e sua mãe olha pra você e fala ' o que aconteceu?' e você responde :' é só sono' ...,True
3202,memórias são fantasmas que sopram no meu ouvido..,True
3203,Nos meus pulsos tem marcas que se cicatrizam e já na minha alma .. ñ posso dizer o mesmo,True
3204,“Você não pode me machucar mais do que eu me machuco.”,True
3205,“Talvez conseguisse dormir. O sono parecia a morte. Então adormeceu.”,True
3206,Me perdi em um labirinto onde a unica saida é a morte.,True
3207,Começa com borboletas no estômago e termina com um vazio enorme no coração.,True
3208,“Eu morri umas cem vezes e em nenhuma delas você esteve pra me salvar.”,True
3209,"- É o que mais te deixa triste?
- Viver sem você.",True
3210,Eu não quero te perder agora.,True
3211,'' Sinto falta dos dias em que eu nem sabia o significado de solidão. '',True
3212,É triste lembrar de certas coisas e saber que não vão acontecer de novo.,True
3213,"Garotas Normais tem coleção de bonecas,eu tenho coleção de lâminas.",True
3214,"Prazer, desastre em forma de pessoa.",True
3215,"Antes achava idiotice se cortar,hoje sou a idiota.",True
3216,"já morri por dentro.
 sou como um fantasma com um coração <3 
  batendo .....!!!",True
3217,quantos gritos cabem em um silêncio?,True
3218,"""É um reino de ISOLAMENTO. E a Rainha sou EU!""",True
3219,Será que esse vazio um dia vai me abandonar?,True
3220,"“Eu precisava de você, aliás, ainda preciso. Só que agora meu coração prefere não admitir.”",True
3221,"Se os cortes ja te assustam,magina se vc soubesse cmo estou por dentro ! !",True
3222,Meus dias vem se resumindo a lagrimas...,True
3223,"Um dia tive medo de escuro. 
 Hoje em dia somos amigos!!!",True
3224,"E cada lágrima derramada foi um pedido de socorro, um pedido que ninguém entendeu, uma ajuda que eu nunca tive.",True
3225,"Já estou cansada de sorrir, quando na verdade eu quero chora..",True
3226,"Na sua frente eu fui forte, mas sozinha, eu desabei.",True
3227,Suas palavras me machucam mais que as laminas.,True
3228,VOCÊS ACHAM QUE ME CORTO POR DIVERSÃO ?! FAÇO ISSO PARA QUE PELO MENOS UMA VEZ NO DIA EU POSSA SENTIR UM POUCO DE ALIVIO,True
3229,"A cada dia que passa, eu morro mais.",True
3230,"Agora eu sei que tenho um coração, porque ele está doendo.",True
3231,"quanto mais me corto, mais vejo que minha existência ñ faz a mínima diferença para ngm..",True
3232,"E a pequena menina, cresceu com lágrimas nos olhos, feridas no coração e cicatrizes nos pulsos.",True
3233,"A dor cresce, o coração aperta, os cortes coçam, as lágrimas pesam, a lâmina chama.",True
3234,"Mãe: -Filha, tira esse casaco, tá calor.
Eu: -Não mãe, to bem assim.",True
3235,Nada do que eu quero da certo.,True
3236,"""Coisas boas, por favor, aconteçam.""",True
3237,"'' aparência fria, coração quebrado.Por fora normal, por dentro bagunçado EU ! "" .",True
3238,":,(",False
3239,Felicidade.. Você existe ??,True
3240,"Meu coração não pode mais quebrar, porque ele nem está inteiro pra começar.",True
3241,"Não importa o que eu faça,as marcas do passado sempre estarão no meu corpo.",True
3242,Antes eu tinha joelhos ralados.. Hj eu tenho pulsos cortados..,True
3243,"Muitos usam armas, palavrões e ameaças para se defenderem  Eu uso o silêncio.",True
3244,As decepções fazem você abrir os olhos e fechar o coração.,True
3245,- '' Tinha um céu mas não era azul. '',True
3246,""" Suicídio me passou a ser tão tentador que chega a atormentar a minha mente. """,True
3247,minha rotina .....,True
3248,"""Já sentiu como se tudo estivesse dando errado? Bem vindo a minha vida!""",True
3249,Ser triste não é ruin. Ruin é saber que um dia você já foi feliz!!,True
3250,“…Que minha solidão me sirva de companhia. Que eu tenha a coragem de me enfrentar.,True
3251,a vida te ensina a ser forte do pior jeito..,True
3252,"""Você não sabe como doí colocar um sorriso que não é seu no rosto!""",True
3253,“Vontade de dormir e só acordar com o barulho da felicidade batendo na porta.”,True
3254,"""Dormir ultimamente tem sido uma boa forma de amenizar a dor!""",True
3255,"“É confuso, eu sei… Mas às vezes a gente acaba se perdendo no nosso próprio mundo.""",True
3256,"“Mesmo você sendo forte o bastante, sempre vai ter uma fraqueza que te faça chorar.""",True
3257,"""to triste me sentindo sozinha com vontade de sai correndo por aí quem sabe desabafar,gritar sozinha no mundo em algum lugar.""",True
3258,"“Já morri muitas vezes. Morri de amor, de ciúmes e de saudade. Já morri de tanto rir, mas também de solidão.",True
3259,"eu sofro por ter um vazio, um vazio que machuca mais que qualquer corte.",True
3260,"“Quando falamos de distância, nem sempre estamos nos referindo à quilômetros.”",True
3261,-NÃO IMPORTA O QUE EU FAÇA NÃO É?! NINGUÉM SE IMPORTA.,True
3262,quantas vezes você estava triste e falou que era sono?,True
3263,eu aceito ...,True
3264,"-CANSEI DE SOFRER, MAS PARECE QUE ESSE SOFRIMENTO NÃO PASSA.",True
3265,"É DIFÍCIL PARA VOCÊ INTENDER QUE EU TENTO PARAR, MAS NÃO CONSIGO ?",True
3266,as vezes tenho medo das minhas proprias palavras,True
3267,As decepções chegam no momento em que você menos espera...,True
3268,"-Apesar De Tudo, Você Ainda é a Primeira Coisa Que Eu Penso Quando Me Falam : 
 -Faça Um Pedido !",True
3269,é dificil ter longe quem você mais quer ter por perto né?,True
3270,"O que me tornei, não sei. E o que fui, se foi, não vai voltar.",True
3271,E Quantas vezes Você Disse ''não é nada não'' Quase Chorando ? #Princesa #solitária,True
3272,"Se eu morre-se agora, morreria feliz, pelo simples fato de estar morrendo.",True
3273,"# Aiih a pessoa, te pregunta se você está bem seus olhos enche de lagrima e você responde ( Tóoh ).³",True
3274,-Por Favor Volta Para Mim,True
3275,"""-Você não superou aquilo né ?""
- Nunca !",True
3276,"Não, eu não consigo parar. É como uma droga,  A lâmina se tornou minha melhor amiga e só ela sabe me aliviar.",True
3277,"E se um dia eu não acordar, espero que você se cuide.",True
3278,""" minha alma esta doente, me sinto em coma,coma induzido pela tristeza profunda que sinto.""",True
3279,"-Do que você tem medo?
-Da minha mente.",True
3280,"- Você ta bem?
- Faz diferença ?",True
3281,Nao aguento mais...,True
3282,"“Odeio quando eu penso que amanhã eu vou acordar e tudo vai ser diferente, porque não vai.”",True
3283,"""Um dia você vai lembrar de mim, vai chorar e pensar, ""Porra, porque eu deixei ela ir embora""
~gustavo",True
3284,"Eu finjo que não faz diferença, mas na verdade, isso acaba comigo.",True
3285,as vezes tenho medo do que eu penso ....,True
3286,"""Ser forte é ouvir tudo que te destrói, e ainda sorrir.""",True
3287,"É como se houvesse mil pessoas ao seu redor, mas nenhuma ao seu lado.",True
3288,"'' O amor só tem dois problemas encontra-lo e esquecê-lo. ''
~gustavo furlan",True
3289,"Foda é você olhar para o seu quarto, e ver que esta tudo   bagunçado, tudo fora do lugar.  E olhar pra sua vida e perceber que tá ainda pior",True
3290,"""Eu aprendi a manter a boca fechada, enquanto o coração grita...""",True
3291,"""As coisas não dão muito certo pra mim... Acho que o mundo não vai com a minha cara...""",True
3292,"Todos falam que vão te amar pra sempre , que nunca vão desistir de você , e no seu primeiro erro são os primeiros a te abandonar!",True
3293,"Recebi  a maior bronca da minha  amiga  Pke mi cortei ontem 
~jessica....",True
3294,to numa fase da minha vida onde nem eu to me suportando....,True
3295,não tenho medo da morte alias nem sei porque ela não chega logo,True
3296,'' Com o tempo você aprende a cair com classe e se levantar com orgulho. ',True
3297,"Me doe pensar que as pessoas acham que tudo isso é frescura, será que é difícil entender que estou passando por um momento difícil ?",True
3298,"Eu vou ficar bem, e se nao ficar nao tem problema, eu fingo.",True
3299,"Talvez tudo seja culpa minha, e eu sou o verdadeiro problema..",True
3300,"Se a sua meta de vida era me causar dor, pode ir embora, pois ja causou suficiente.",True
3301,Cedo ou tarde eu vou me matar,True
3302,"- Ela se matou..
- Como assim? até hoje de manhã ela estava tão bem.
- Suicidas carregam sempre um belo sorriso no rosto..",True
3303,"“E lá Vou Eu , Formando cicatrizes , Por cima de Cicatrizes”",True
3304,"Ela suicida.
Ele psicopata.
<\3",True
3305,"E agora neste exato momento eu so queria alguem pra me dizer de coraçao ""Vai ficar tudo bem..."" , ""Eu estou aqui , e nao vou te deixar...""",True
