,text,is_depressed
381,"Chorei tanto que meus olhos ardem, estão inchados demais. Pelo menos alivia um pouco da dor que eu sinto",True
382,"Queria que todo mundo fosse mais sincero, metade dos problemas já seriam resolvidos",True
383,"Você já tá tão no fundo do poço, que acha que não tem como piorar, mas não se engane, que piora sim",True
384,Quero fumar,True
385,Quero fazer um porre,True
386,Quando estou triste costumo tomar muitos banhos,True
387,"A quanto tempo eu não me sentia assim, nem consigo lembrar quando foi a última vez",True
388,"Odeio me apaixonar, odeio",True
389,Acho que ninguém merece né!pic.twitter.com/pg6U0ymCAW,True
390,"É como dizem né, ainda acho que a madrugada foi feita para pensar, não para dormir...pic.twitter.com/hDly3HeK2w",True
391,Mas eu sou muito burra mesmo,True
392,"Aqui estou eu, triste e iludida novamente",True
393,"Esse é meu Tumblr, pra quem vier interesse, dá uma olhada lá...pic.twitter.com/6lY81A0RY4",True
394,Tô bem com medo,True
395,E quando a coisa não desce? Já posso começar a me preocupar?,True
396,"Real, essa semana está sendo muito lixo, estou cada dia mais triste",True
397,"Lembre-se disso! Ninguém é tão ocupado assim, tudo depende da importância que você da. Não aceitem menos do que vocês merecem! pic.twitter.com/XJ95l6iC5P",True
398,"É gente, estou um lixo",True
399,"Se o amor nos bastasse, não haveriam poemas",True
400,"Ninguém é tão ocupado assim, é tudo uma questão de prioridades",True
401,"se os dois querem,os dois correm atrás,reciprocidade eh isso",True
402,"Eu já me ferrei tanto, já chorei tanto, que me surpreendo em ainda conseguir chorar",True
403,Alguém que possa me ouvir?,True
404,Vou passar a noite chorando,True
405,"Escrever liberta a alma, conseguimos por para fora, tudo o que não sai da nossa boca...pic.twitter.com/lHzNdJW5qW",True
406,Nada dura para sempre...pic.twitter.com/cjP8Pat8r8,True
407,"Devemos aprender que para curar uma ferida, você deve parar de tocá-la",True
408,"Depois de algum tempo, essa semana tive uma forte vontade de picotar meus pulsos, até escorrer sangue",True
409,Quero me matar,True
410,Não tem ninguémhttps://twitter.com/CiteiBrisas/status/1034933484790444037 …,True
411,Alguém me indica uma série que me faça esquecer desse mundo péssimo,True
412,"Tô me sentindo triste, queria chorar, mas não sai nada",True
413,Mas já me acostumei com isso,True
414,Tô bem triste,True
415,"Eu tô exausta, juro que estou quase no meu limite",True
416,Eu não viver assim,True
417,"Eu me sinto tão cansada desse mundo horrível, cheio de pessoas desprezíveis, que só sabem fazer mal aos outros",True
418,Hoje acordei pensando muito em me matar,True
419,"Logo, mais rápido o possível",True
420,Preciso me afastar,True
421,"Só queria dizer, que quem estiver se sentindo sozinho, e precisar conversar, pode me chamar, estou a disposição! ",True
422,Não consigo mais chorar,True
423,Tô me sentindo muito mal por ter bebido tanto na noite passada,True
424,E me faz ser um lixo,True
425,Depressão é um lixo,True
426,"Eu não estou bem, e já faz um tempo",True
427,"Eu digo que tá tudo bem, mas meu Deus, nada está bem",True
428,Minha cabeça tá explodindo,True
429,"Estou tão cansada das pessoas dessa cidade, que tudo o que eu mais queria fazer era ir embora daqui de uma vez!",True
430,Eu tô toda ferrada,True
431,Tá tudo tão cansativo,True
432,"O pior de tudo é que não tenho ninguém pra contar essas coisas, ninguém que segure meu mundo quando ele está desabando",True
433,É tão ruim me sentir assim todos os dias,True
434,Tô me sentindo tão estranha hoje,True
435,Alguém fala comigo,True
436,Tô tão triste,True
437,Quero sumir,True
438,"Tô me sentindo tão triste nos últimos dias, que nem sei explicar",True
439,Eu odeio pessoas,True
440,Minha vida amorosa não tinha como piorar,True
441,"Desaparecer, virar pó",True
442,Hoje é aquele famoso dia em que eu só queria morrer,True
443,"Tô bem triste, quero chorar",True
444,A gente se apaixona justamente por quem não deve,True
445,Conversem comigo! ,True
446,Queria tanto dormir,True
447,"Mas o pior ainda é a indecisão, realmente não sei o que quero fazer",True
448,Esses trabalhos me matam,True
449,Estudei tanto hoje,True
450,Bad day,True
451,"prefiro mil vezes ficar em casa olhando pro teto deitado na minha cama do que sair pra algum lugar que com certeza eu vou ficar deslocado ou não me sentir daquele lugar, ou ser excluido",True
452,Quero fude,True
453,Queria tá fodendo,True
454,Eu tô com sono,True
455,Putzpic.twitter.com/xGoCL3KHjw,True
456,VAI SE FODERpic.twitter.com/jfGgwFZm1R,True
457,"Mas ao mesmo tempo, vejo que sou egoísta, penso só em mim, desacredito no amor e nas pessoas",True
458,"Mas a culpa não é minha, as circunstâncias me obrigaram a mudar, a ser diferente, mas isso tem sido melhor pra mim",True
459,"Tive altos papos sábado, e percebi que minha essência sumiu, o que tinha de bom em mim, já era",True
460,"Acho que não sentir nada, é pior do que sentir",True
461,"Nem tristeza, nem alegria, nem saudade",True
462,Hoje não sinto nada,True
463,"Então me faça um favor, quando você for, apague meu número, não ligue mais",True
464,"Queria tanto saber como vai ser o fim disso, ou melhor, se já foi um fim",True
465,"Tô tão cansada, que seu pudesse, dormia uns 10 anos",True
466,"Se eu não posso dizer que eu te amo, prefiro não dizer nada",True
467,Um dia a gente se vê! ,True
468,Volto pra minha cama e deixo o tempo passar,True
469,Pego o telefone sem saber o que dizer,True
470,Passo a noite em claro pensando em te ligar,True
471,"Eu vou me jogar, me embebedar pelas festas",True
472,"Faz parte sentir saudade
Faz parte sentir saudade de você",True
473,"Meu ex namorado só era bom pra foder mesmo, sdds",True
474,Da vontade de chorar quando penso na minha vida sexual,True
475,"Ultimamente não tenho mais vontade para sair no final de semana, quando ele chega, só penso em dormir",True
476,Que mundo é esse que ninguém sabe mais amar?,True
477,Que mundo é esse que ninguém entende um sonho,True
478,Vou ver minha série e ignorar todas as pessoas,True
479,"Não sei lidar com tanta responsabilidade, eu realmente não sei tomar decisões desse nível",True
480,"Muito triste hoje, só quero me enfiar em um buraco e não precisar mais sair de lá",True
481,"Me sinto tão bem na minha casa, minha caminha, aaaaah",True
482,Queria dormir e não acordar,True
483,"Já jurei pra mim, não desanimar então ter mais pressão eu sei que o mundo vai girar",True
484,"Pois os dias ruins, todo mundo tem",True
485,Definitivamente não confio mais em ninguém!!!,True
486,"Eu me sinto tão confusa com tudo, dica muito difícil tomar decisões",True
487,Ultimamente aconteceram tantas coisas que eu jamais imaginei que aconteceriam,True
488,"Ela pode até sentir abstinência de amor, mas prefere isso a ter que livrar dos medos e da armadura que criou para si.",True
489,A gente só gosta de sentar no pau que da desgosto,True
490,Aaah que merda,True
491,E a gente se da tão bem,True
492,"Eu tô com tanta saudade daquele piá, que é até estranho",True
493,Pensar dessa forma ajuda muito a não enlouquecer...pic.twitter.com/VZkxW2dQs3,True
494,"Só dormir, descansar",True
495,"Queria poder dormir uma semana inteira, sem obrigações ou responsabilidades",True
496,Os dias estão sendo tão cansativos que me sinto esgotada,True
497,"Não consigo mais ir em festas, é sempre a mesma coisa, tudo igual",True
498,"Ainda bem que hoje já é sexta, mas nem vi a semana passada de tão desligada que eu tava",True
499,Eu tô me sentindo tão estranha essa semana,True
500,"Vocês não botam fé que eu dormi a tarde toda, e já tô com sono de novo",True
501,Ai carai,True
502,A pressão tá me matando. Vestibular. Enem. Faculdade. Ser alguém,True
503,Que dia mais cansativo,True
504,Exagerada porém jamais jogada aos seus pés.,True
505,"admito
que se pudesse
viveria naquele 
abraço para sempre",True
506,"Só pra mim dormir, já que não faço outra coisa mesmohttps://twitter.com/eufalei157/status/967962383862976514 …",True
507,Tenho que ser mais firme,True
508,Eu tenho que parar de me iludir tão fácil,True
509,O que fazer agora? Obs: amanhã preciso acordar as 06:00 hrs,True
510,"Preciso muito emagrecer, não aguento mais meu corpo assim porra",True
511,Alguém tem uma dieta boa pra me indicar?,True
512,"Tá tudo tão bosta, nada mais da certo, e eu tô mais confusa a cada dia",True
513,Hoje eu só consigo chorar,True
514,pic.twitter.com/igCH6YI0ON,True
515,"Piá do céu, namora comigo",True
516,"Só queria poder dormir, de preferência o resto da minha vida",True
517,Tão cansada,True
518,Tô tão estressada,True
519,Daí quem sabe as pessoas vão dar valor,True
520,"Tô bem orgulhosa mesmo, não vou chamar ninguém, nem responder",True
521,Só eu posso fazer isso,True
522,Odeio gente que demora pra me responder,True
523,Insônia ataca novamente,True
524,E ficar triste por ele não sentir a mesma coisa,True
525,Mas ultimamente só consigo pensar nele,True
526,Ainda mais tão rápido assim,True
527,"Isso não devia acontecer, poxa",True
528,Eu tô tão apaixonada naquele homem,True
529,Tô me sentindo tão mal,True
530,Por que eu tenho que ser assim?,True
531,Tô desabando de tanto chorar,True
532,É tão foda não saber se a pessoa gosta de ti do mesmo jeito que gosta dela,True
533,Ultimamente tá sendo impossível dormir cedo,True
534,Juro que queria estar dormindo,True
535,Água gelada sempre me acalma,True
536,Acho que vou pra piscina,True
537,Meu pai quer que eu seja uma pessoa que eu não sou,True
538,"Nosso amor é que nem o vento, não posso tocar, nem ver. Mais posso sentir.",True
539,Mas já tô acostumando,True
540,Tô mó triste,True
541,"Chorei tanto hoje, não quero nem ver meus olhos inchados amanhã",True
542,O maior medo da minha vida é se Deus levar minha mãe de mim.,True
543,to com saudade pra caralho mas morro e não procuro,True
544,Juro que nesse momento eu tô com coragem,True
545,Como que faz pra se matar mesmo?,True
546,Isso tudo me mata,True
547,Não tenho ninguém que eu possa desabafar,True
548,Eu não tô mais aguentando tudo isso,True
549,Meu desejo pra esse ano: MORRER,True
550,"Também queria saber se ainda se importa, ou se pensa em mim",True
551,Eu só quero ficar bem,True
552,Quando vou poder me sentir bem,True
553,Só me pergunto quando tudo isso vai passar,True
554,"Dói demais, ainda dói",True
555,Depois de 2 anos,True
556,Meu primeiro natal sozinha,True
557,Só quero me livrar disso,True
558,Meus estômago embrulha é meu coração dispara,True
559,Tô apaixonada,True
560,Ainda bem que estou de férias,True
561,Não tenho vontade nem de levantar da cama,True
562,Tô tão triste hoje,True
563,pic.twitter.com/VinxJ4dsyE,True
564,Não boto fé,True
565,Mas estresso demais,True
566,"Quando alguém pede se eu tô bem, eu não consigo falar nada, meus olhos só se enchem de lágrimas",True
567,"Chorei hoje de novo, mas foi só pra não perder o costume",True
568,"Mas se você me amava 
Por que me deixou",True
569,Nosso amor foi feito para as telas de cinema,True
570,Você pegou minha alma e a purificou,True
571,"Veja, você trouxe o melhor de mim, uma parte de mim que nunca tinha visto",True
572,"É encontrar alguém, vou encontrar alguém, como você",True
573,"Tudo que eu quero, e tudo que eu preciso",True
574,"Mas se você me amava
Porque me deixou",True
575,"Me deito chorando na cama a noite toda, sozinha, sem você ao meu lado",True
576,"Quando você disse o seu último adeus, morri um pouco por dentro",True
577,"Porque se pudesse ver seu rosto mais uma vez, tenho certeza que eu poderia morrer uma mulher feliz",True
578,Tudo que eu quero nada mais é do que ouvir você batendo na minha porta,True
579,"But if You loved me
Why did You leave me",True
580,Amanhã vou pra escola com os olhos inchados,True
581,"Eu juro que eu fiz de tudo, eu dei o meu melhor, mas ainda assim, nada disso adiantou, foi tudo em vão",True
582,"Dói saber que você mudou tanto, e tão pra ruim",True
583,Isso dói tanto no meu coração,True
584,"Apesar dos pesares, você era uma pessoa tão boa, mas hoje, se tornou alguém desprezível",True
585,Não dá pra acreditar,True
586,Eu não consigo acreditar no que você se tornou,True
587,"Isso é uma merda mesmo, não dá pra controlarpic.twitter.com/9IMaOh8RKb",True
588,Quando foi que perdemos a cor? Quando foi que acabou nosso amor?,True
589,As vezes penso que nunca vou amar alguém novamente,True
590,É triste saber que algumas coisas não voltam,True
591,"Sinto tua falta poxa, quem eu quero enganar",True
592,Hoje a bad espancou,True
593,Como faz pra não ter tanta fome?,True
594,Quando vou aprender?pic.twitter.com/XCGLYYkE0s,True
595,Mas eu tô desabando,True
596,Eu tô tentando ser forte,True
597,Tô tão puta que nem sei explicar,True
598,Tenho tanto azar que nem sei explicar,True
599,Só gosto de quem não presta,True
600,Só pode que é macumba contra mim,True
601,Preciso mesmo emagrecer,True
602,Não posso comer carboidratos,True
603,"Poxa, não manda coração, que eu me apaixono",True
604,"Eu não vou me iludir, não vou criar espectativas, afff, quero casar com ele",True
605,"Queria sair pra tomar alguma coisa, tipo um tiro",True
606,Já tô me iludindo demais,True
607,"Ai ai piá, e se eu te contar que com você eu namoraria?",True
608,"Sai da minha mente, pelo amor de Deus",True
609,"Ai ai, aquele piá consegue me deixar louca",True
610,"Gente, alguém me ajuda a emagrecer, pelo amor de Deus!!!!",True
611,"Odeio ter que dar uma de falsa, mas você merece, VACA",True
612,"Daqui a pouco ela vem aqui, pra gente conversar, quero nem ver",True
613,"Odeio ser indecisa e nunca saber que atitude tomar, que caminho seguir",True
614,Não sei o que fazer com minha vida,True
615,Acho que eu tô ficando louca mesmo,True
616,O coração não entendeu que acabou,True
617,Ai que saudade do caramba que eu tô!,True
618,Cada dia me sinto pior,True
619,Eu não vejo mais solução,True
620,"Acho que o único jeito de isso passar, é morrer",True
621,Eu tô me sentindo tão mal,True
622,pic.twitter.com/MQZxdOYRM5,True
623,"Como posso ir em frente? 
Como posso ser tão frio? 
Só eu e meu coração vazio... ",True
624,"Não consigo ficar com as pessoas, me sinto mal, prefiro ficar sozinha",True
625,Meu sorriso é falso,True
626,Cansada disto tudo.,True
627,Dóipic.twitter.com/NiGYCAaM2c,True
628,Tô meio bêbada,True
629,"Eu não vejo mais solução, acho que só vai passar quando isso tudo acabar",True
630,Meus olhos ardem de tanto chorar,True
631,"Nós últimos dias, essa merda de depressão só tem piorado, manter o controle já é quase impossível",True
632,Eu tô com tanta raiva,True
633,"Essa é a verdade, ninguém se importa realmente",True
634,(d)anospic.twitter.com/rWpSXjOlls,True
635,"Eu odeio as pessoas, são os verdadeiros monstros",True
636,São essas pessoas que me salvam! pic.twitter.com/jJXvMWRsYz,True
637,"Até parece que não sabe o que fez, FALSA",True
638,Vagabunda,True
639,Tô mal novamente,True
640,decepções matam sentimentos,True
641,"Sinto falta de ter com quem dividir alegrias, tristezas, sorrisos. De acordar junto, de receber uma mensagem de bom dia, que saudade disso",True
642,Eu queria que alguém demonstrasse com carinho que se importa,True
643,"Eu nem sei explicar porque tô triste, eu só tô muito triste",True
644,Tá tudo uma merda. Fim,True
645,Não boto fé que tô chorando de novo,True
646,"Ultimamente não quero falar com as pessoas, nem estar com elas",True
647,"Me sinto assim todos os dias, é um ciclo",True
648,"Eu insisto em dizer que é só mais um dia ruim, que vai passar, mas não passa",True
649,Hoje é um daqueles dias que não quero falar com ninguém,True
650,É como eliminar algo que estava pesado,True
651,"Chorar alivia, limpa a alma",True
652,"Hoje a bad não bateu, espancou",True
653,"As pessoas geralmente terminaram namoros por mil motivos, coisas ruins, mas você já terminou por amar demais alguém, a ponto de não",True
654,"Se isso não é amar, nunca saberei o que é...pic.twitter.com/UyFtsYVv1d",True
655,"Faz tanta falta, apesar de tudo",True
656,O que faz quando sente saudade de alguém que não pode conversar?,True
657,Eu tô tão cansada que nem sei explicar,True
658,"Não consigo nem comer, só quero beber",True
659,Queria ter essa coragem,True
660,As pessoas só sabem julgar,True
661,"Como eu tô triste, vou encher a cara de novo",True
662,Suicídio dói tanto,True
663,Um parente se matou,True
664,FALSAAAAA,True
665,Que nojo,True
666,"Cretina, nojenta",True
667,"Que raiva, odeio você",True
668,Eu com certeza me sinto em casa nesse Twitter,True
669,"Eu amo as estrelas. Aliás, tenho a mania de amar tudo o que está longe!",True
670,Prometi pra mim mesma que não corro mais atrás de ninguém! Cansei! Cansei!,True
671,"Tchau e bença amor, cê sabe onde eu tô, venha e chame!!!",True
672,Aí vem você querendo me cobrar alguma coisa,True
673,"Se foder, tô estressada hoje",True
674,"É tão estranho estar solteira, mas estar quase namorando",True
675,Esqueço de usar tinder,True
676,"Não devemos confiar em ninguém, porque as pessoas até querem te ver bem, mas nunca melhor que elas",True
677,Incrível como o tempo nos mostra é quem,True
678,"Ai mds, você virou minha cabeça, mudou meus planos",True
679,Que vontade de desistir de estudar!! ,True
680,"Preciso fazer uma redação para a escola, sobre suicídio, que foda",True
681,"Existe o que é certo a fazer, e o que devemos fazer",True
682,E tô aqui sem sono,True
683,Eu mando indireta no twitter pra quem nem twitter tem,True
684,"Só espero que um dia, esse sentimento saia de mim, que eu não sinta mais nada",True
685,Amar alguém é como destruir a si mesmo,True
686,"É preciso desistir de algumas pessoas, para não desistir de si mesmo. ∆",True
687,O que fazer quando tem cheiro do perfume do boy em todas as roupas?,True
688,Hoje não consigo fingir,True
689,Meus olhos já não aguentam mais,True
690,Tomei banho só pra poder chorar mais tranquila,True
692,Só quero ficar sozinha,True
693,Preciso trepar,True
694,pic.twitter.com/u3nD7xYD5O,True
695,pic.twitter.com/mIf0vX3ltF,True
696,Me sinto tão má fazendo isso,True
697,"E deixo tudo guardado, vai que um dia eu precise dar na cara de alguém ou me defender",True
698,Tenho uma pasta com muito print de conversas antigas,True
699,"Eu preciso tanto mudar, sem mais forte, agir pela razão e deixar o coração de lado",True
700,"E é incrível como alguns sentimentos não mudam, mesmo que o tempo passe, e que as pessoas mudem",True
701,"Que me fizeram tão mal, mas as vezes ainda bate uma saudade",True
702,"Ahhhhh, que saudade de umas pessoas aí",True
703,"Quando é para acontecer, até quem tenta atrapalhar ajuda.",True
704,"Tenho um Twitter normal, mas me sinto mais eu aqui, porque aqui posso falar tudo o que penso",True
705,"Tô com o joelho ralado de novo, só que é uma dor boa",True
706,"Ai mano, não me dê apelidos fofos que eu me apaixono",True
707,Espera pra ver baby,True
708,Pensa que me enrola kakakaka,True
709,"Depois de passar a noite inteira com você, baby o que mais posso querer?",True
710,"Mas de umas semanas pra cá, só tenho vontade de chorar",True
711,Minha depressão havia acalmada por um tempo,True
712,Cada qual com o seu caos,True
713,Parece que minha cabeça vai explodir,True
714,Eu quero imenso emagrecer juro,True
715,"Chego em casa da escola, é só tenho vontade de dormir até minha vida acabar",True
716,"Já jurei pra mim não desanimar e não ter mais pressa, eu sei que o mundo vai girar, o mundo vai girar",True
717,Pois os dias ruins todo mundo tem,True
718,Eu espero a minha vez,True
719,"Queria voltar a tomar remédios, mas me sinto muito drogada",True
720,Meus pensamentos ainda vão me matar,True
721,"Se tivesse uma ponte aqui, juro que eu me jogava",True
722,Incrível! ,True
723,Sem explicação pra esse final de semana,True
724,"Mas falamos sobre como nos sentimos, e nos beijamos",True
725,"Conversamos muito, e eu nem lembro direito o que falei",True
726,"Ontem senti tanta coisa, que não consigo explicar",True
727,"Por enquanto, sigo firme",True
728,Eu não posso me apaixonar,True
729,Me sinto tão bem com ele que é até estranho,True
730,Queria alguém pra passar a madrugada conversando comigo por ligação,True
731,Tô bem mal,True
732,"Mas aí lembro, que não existe ""nós dois"". https://twitter.com/FeitoPraEla/status/885975578922319872 …",True
733,Tudo bempic.twitter.com/ZLLwNjedoj,True
734,"Só queria que alguém falasse que está do meu lado, e que tudo vai melhorar",True
735,Hoje tô me sentindo muito sozinha,True
736,Só queria que essa fase ruim acabasse logoo,True
737,"Eu via tanto meu futuro com aquele piá, e ele só fez merda comigo",True
738,Dia da bad cara,True
739,Preciso fazer o mesmo!,True
740,"O pior de tudo, é saber que ele caga pra mim",True
741,"Preciso parar de pensar nele, mdsss",True
742,"E pra melhorar, ainda penso naquele cara",True
743,Chorei tantoooo,True
744,"Mas nos últimos dias, me estressei tanto",True
745,Eu tava melhorando,True
746,Preciso esquecer esse cara,True
747,É um sentimento que já senti antes,True
748,"Tô chorando, droga",True
749,"Eu só queria não gostar de ninguém, sabe? Ficar sozinha, festas, amigos",True
750,"Eu me esforcei pra não gostar de ti, me esforcei de verdade",True
751,Mas to me sentindo bem culpada,True
752,Ele me faz um bem,True
753,Como eu to gostando daquele cara,True
754,*querohttps://twitter.com/Emilly_red13/status/875393530662981634 …,True
755,"Cara, como eu quero aquele guri",True
756,"Queria tomar um porre, de não lembrar nem meu nome!",True
757,"Oh juro que dia de merda, estou desanimada e nem sei bem porquê",True
758,Tô fodida,True
759,"Aaai, realmente to gostando dele",True
760,Passei o fim de semana chorando,True
761,"Quero ver amanhã, chegar na escola com os olhos inchados",True
762,Tô muito triste,True
763,Planos pra hoje: morrer chorando,True
764,Aguardo ansiosa o dia que vou parar de ser trouxa,True
765,Filho da puta,True
766,"Caralho, chega de sofrer por hoje",True
767,Ainda mais quando a saudade é de quem não me fazia bem,True
768,ODEIO sentir saudades,True
769,"Porque quando o relacionamento acaba, a gente fica vazio e triste por muito tempo",True
770,"Cara, vou fazer o possível pra não entrar mais em relacionamentos",True
771,Preciso muito chorar,True
772,Aí como eu to triste,True
773,É exatamente assim que me sinto,True
774,"Mas que no final, só resulta em solidão",True
775,Cheia de alívio passageiro,True
776,É tão triste e vazia,True
777,Habits é a música mais triste da minha vida!,True
778,Quero chorar,True
779,Hoje só vou dormir,True
780,"Vou ficar deitada, quieta, fingindo que não existo",True
781,Que ódio,True
782,Odeio sonhar com o Eduardo,True
0,"-Do que vc tem medo ? 
-Da minha mente",True
1,Msm eu tomando vários remédios eu ainda estou Aki https://twitter.com/eulucaschao/status/1194810166555885568 …,True
2,"Eu queria conseguir dormir tranquila 
Não sei oq é isso faz tempo ",True
3,pic.twitter.com/ugLUfA1EMr,True
4,pic.twitter.com/XY93YLfpQQ,True
5,"Essa imagem representa todas aquelas pessoas que tem confiado em alguém limpo com os olhos fechados (seja amizade , relacionamento ou familiar) e esse alguém se aproveitou e os feriu amputando suas asas pic.twitter.com/EZ5SjByJbU",True
6,"“Não sei ao certo o que anda acontecendo comigo

Apenas queria compreender-me como compreendo as pessoas alheias",True
7,Eu realmente não tenho ideia de como sobreviver um ano inteiro de novo,True
8,pic.twitter.com/KQiAwgZ0HC,True
9,"“Eu não estou bem, e a cada dia, eu me mato mais um pouco",True
10,"EU
ME
ODEIO!

Realmente eu me odeio da cabeça aos pés, tanto em aparência quanto em atitudes!

Eu só queria poder me olhar e gostar doq eu vejo, mas eu n consigo, pois td que vejo é o quão inútil eu sou.

Eu n desejo isso pra ninguém, pois dói pra caralho vc se olhar e se odiar",True
11,"Meus próprios pensamentos me matam, eles me dizem o quanto sou inútil e a cada segundo me dão mais um motivo pra desistir…

Realmente, eu não aguento mais viver aqui…",True
12,"Me avisaram que quando se começa, é difícil parar, e eu não acreditei

Hoje eu entendo",True
13,A dor psicologica doi mto mais do que a fisica... ela te consome e arranca de vc aquilo que vc tinha de mais belo....,True
14,eu sou um lixo e me odeio,True
15,"quando tu ama muito uma pessoa, não enxerga o mal que ela te faz. e tudo q ela faz de errado você arruma um jeito de PERDOAR, mesmo sendo contra seus conceitos, só pra não PERDER a pessoa. mas se ela te amasse igual vc ama ela, não ia fazer nada disso.",True
16,Todos têm alguém com quem contar... Menos eu.pic.twitter.com/XDCUEZYH8L,True
17,pic.twitter.com/gTTuMHnBZ7,True
18,Talvez eu não seja suficiente pra nada nem ninguém  .,True
19,"Queria que isso tudo fosse apenas uma fase .
Mais já está virando minha rotina diária ....",True
20,Acaba logo o dia poha >:(,True
21,"vcs tbm tem ansiedade, paranóias e insônia sempre ?",True
22,"Eu não estou bem.
Eu nunca estou bem.
E parece que nunca vou ficar.",True
23,Eu só quero me livrar dessa dor que se torna insuportável a cada dia que passa,True
24,"Eu não estou bem, mas está tudo bem",True
25,pic.twitter.com/EctAuM8Jkn,True
26,"é difícil segurar o choro na frente de todos. dói a garganta,dói o coração,dói a alma.",True
27,"Às vezes, somos obrigados a recolher nosso coração. Pois ele está tão frágil e sensível a tudo, que qualquer pancada pode partí-lo de vez.",True
28,"Tudo nos matará: o excesso, a falta, o meio termo - o tédio.",True
29,"""A morte é um sono sem sonhos""",True
30,"Estou rodeada de pessoas mas, me sinto tao só.",True
31,"- Você é feliz? 
- Bem... Eu sei sorrir",True
32,"“Que nosso egoísmo, não destrua nossos corações.”",True
33,"As marcas que você tem por fora,não são nada comparadas as marcas que você tem por dentro.",True
34,pic.twitter.com/YE0VqkwSIg,True
0,"Meu twitter não é famoso, não tenho 1 milhão de seguidores. Mas sou grato pelos que tenho. Muito obrigado a todos vocês que estão comigo. ♡",True
1,pic.twitter.com/gHf3CNMM98,True
2,"O que eu faço quando estou triste

(   )Choro
(   ) Tento me animar fazendo algo que eu goste
() Removo a foto de perfil do whatsapp",True
3,Infelizmente acordei.,True
4,EU O ANO INTEIRO / EU NO NATALpic.twitter.com/YGaq5wpabz,True
5,pic.twitter.com/V8OqrW6Wof,True
6,Qual a graça de viver se você não tem motivos para isso e não é feliz?,True
7,O mundo está lotado de pessoas vazias.,True
8,"Meu sonho é brigar com alguém que eu gosto, depois sofrer um acidente e acordar no hospital com ela dizendo ""Eu tive tanto medo de te perder",True
9,As vezes fico triste por cada besteira.,True
10,pic.twitter.com/Nwa8Ali1Dr,True
11,DVD com os melhores momentos de 2016pic.twitter.com/B6wu7TPm4e,True
12,"É sempre culpa minha mesmo, então por que eu ainda não me acostumei?",True
13,"-Me fala algo romântico e bonito! 

-Quando estou com você, minha vontade de cometer suicídio diminui!",True
14,"Pra acertar, primeiro a gente tem que saber o que ta fazendo de errado.
— O Rei Leão.",True
15,pic.twitter.com/bdQapEmEug,True
16,pic.twitter.com/KLbJgx6ZTF,True
17,"Namorar deve ser muito bom, porque se fosse ruim já teria acontecido comigo.",True
18,pic.twitter.com/TCGq7Tmhqf,True
19,pic.twitter.com/RPEp5ut0wc,True
20,Ultimamente o que mais peço para as pessoas é desculpa.,True
21,pic.twitter.com/9U5x5Vrrun,True
22,"Eu queria queria postar aquelas fotos ""Se não me quis assim não me procure quando estiver assim"". Mas a cada ano que passa eu só pioro.",True
23,"Não finja que gosta de mim, obrigado",True
24,pic.twitter.com/yN96a68z8f,True
25,Pedir desculpas é bom mas já pensou em parar de vacilar?,True
26,O dia que cometi meu primeiro erro:pic.twitter.com/mxmpsfIWvC,True
27,"- Sabe o quê cairia bem agora?
- O que?
- Eu de um prédio!",True
28,pic.twitter.com/ospoxT9SqO,True
29,pic.twitter.com/FcTbWRMaSA,True
30,É tem tanta coisa pra reclamar que nem sei por onde começar.,True
31,pic.twitter.com/09TLgDG0W6,True
32,pic.twitter.com/CZeVBeK0rc,True
33,pic.twitter.com/oxLM12PKbn,True
34,pic.twitter.com/aUfy0HC7hV,True
35,"Tenho dois tipos de dia, os ruins e os péssimos.",True
36,"Você merece muito mais do que um amor mendigado, menina.",True
37,Acordei porque os erros de hoje não vai ser cometidos sozinhos,True
38,pic.twitter.com/o950VPWtXH,True
39,pic.twitter.com/oYD9YvAdca,True
40,"""Estou aqui por trás de todo o caos
Em que a vida se fez...""

_ Me Espera",True
41,"""Acostumei a te esquecer Mas tudo volta quando te vejo.""",True
42,pic.twitter.com/tMHzOWWBAt,True
43,"Tô me afastando tanto das pessoas ultimamente, que daqui a pouco só vai sobrar as plantas pra conversar comigo ",True
44,pic.twitter.com/yEKV1t4PaC,True
45,Pelo menos a bad passa a madrugada toda comigo ao contrário de certas pessoas.,True
46,pic.twitter.com/jk8fn8R7CT,True
47,pic.twitter.com/Qb2VgCxed0,True
48,pic.twitter.com/jBYK8sdzjO,True
49,pic.twitter.com/euMcvQAru4,True
50,"Sempre acho que quando me chamam de linda, eles estão só zoando com minha cara.",True
51,pic.twitter.com/rni0fPXYW3,True
52,Não vejo a hora de acabar a aula de amanhã.,True
53,"Se as pessoas me amassem do mesmo tanto que me magoam, eu seria amado pra caramba.",True
54,"- tudo bem com você?
- por que quer saber? você nem liga pra resposta",True
55,"se inspiramos na conta @PnstScds! essa conta é só para pessoas tristes, as felizes não são bem-vindas",True
56,pic.twitter.com/FodijHLuCo,True
57,Ela passa a maior parte do tempo esperando pela morte.,True
58,pic.twitter.com/ZvYejQAOPh,True
59,pic.twitter.com/KH0YZpNjl9,True
60,"Infância, você tá fazendo falta.",True
61,"Eles querem me derrubar, mal sabe que já estou no chão.",True
62,Tá difícil confiar em alguém hoje em dia.,True
63,"A bad não bate, ela espanca!",True
64,pic.twitter.com/SN3Vco5wkc,True
65,pic.twitter.com/zopRgfWlUW,True
